Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Armada,140-Armada Gristle,,Metamorphosis,
Spectrasonics,Stylus RMX,RMX Grooves -> 145-Login,145-Login  Combo 2,,Metamorphosis,
Spectrasonics,Stylus RMX,Sound Menus -> Elastic,MENU - Elastic Dance 1,,"The Ordinary Zone, Kick The Eggman, After The Fight",
Spectrasonics,Stylus RMX,Sound Menus -> Elastic,MENU - Elastic Dance 2,,After The Fight,
Spectrasonics,Stylus RMX,Sound Menus -> Elastic,MENU - Elastic Dance 3,A#3,The Ordinary Zone,
Spectrasonics,Stylus RMX,Sound Menus -> Electro,MENU - Wierdness 2,,Kick The Eggman,
Spectrasonics,Stylus RMX,Sound Menus -> Guitar Bits,MENU - Guitar FX,,"Extra Zone Intro #1, Blaze Pinch!",
Spectrasonics,Stylus RMX,Sound Menus -> Retro Hits,MENU - Big Band Electro Hits,,Metamorphosis,
Steinberg,Virtual Guitarist,Electric Guitar -> Wah Wah,1. 7th Chords,,Get Edgy (Blazy Mix),
Sounds Good & Steinberg,Chemical Big Beats,CD 3 -> CHEMICAL_REX -> 090,9002,,Ethno Circus,
Sounds Good & Steinberg,Hip-Hop Beats & Treats,CD 4 (HFS) -> Sounds&Cycles -> Drum´n´Bass X-Citers,160LF052,Appears in Sounds & Cycles demo samples,Jeh Jeh Rocket,
Tekniks,Rizing Drum and Bass,Track 01 - 165 BPM -> TS 0:50,4 Drum Loops,,Bomber Barbara,
Tekniks,Rizing Drum and Bass,Track 09 - 176 BPM -> TS 0:26,3 Drum Loops,,"Right There, Ride On, Bomber Barbara",
Ueberschall,Big Beat,Track 47 - Synth-Basses -> TS 0:30,bass lust 120,,Bomber Barbara,
Ueberschall,Big Beat,Track 47 - Synth-Basses -> TS 0:39,bass lust 120,,Get Edgy,
Ueberschall,Big Beat,Track 70 - Guitars -> TS 0:12,rock'n'roll highschool 120,,Back 2 Back,
Ueberschall,Big Beat,Track 70 - Guitars -> TS 0:31,rock'n'roll highschool 120,,"Back 2 Back, Groove Rush #2",
Ueberschall,Big Beat,Track 75 - Piano -> TS 0:00,molto fortissimo 110,,Vela-Nova,
Ueberschall,Big Beat,Track 90 - Single Drums -> TS 0:00,cymbals,,-Used throughout the soundtrack-,
Ueberschall,Big Beat,Track 90 - Single Drums -> TS 0:09,cymbals,,-Used throughout the soundtrack-,
Ueberschall,Brazil Electro,BEATLOOPS -> big bossa 99 bpm,big-b 99 mix-#12,,Vela-Nova,
Ueberschall,Brazil Electro,BEATLOOPS -> nova mood 95 bpm,nova m95- mix-#170,,Vela-Nova,
Ueberschall,Brazil Electro,BEATLOOPS -> sidekick beat 100 bpm,sidekick100 var 2-#198,,Vela-Nova,
Ueberschall,Brazil Electro,HORNSAMPLES,brasil hit 2-#657,,"Vela-Nova, Groove Rush #1, Groove Rush #3",
Ueberschall,Easy Listening,Track 25 -> TS 0:10,Brass,,Ethno Circus,
Ueberschall,Easy Listening,Track 27 -> TS 0:23,Effect,,"Wrapped in Black, Groove Rush #2, Groove Rush #5, Groove Rush #8",
Ueberschall,Easy Listening,Track 28 -> TS 0:00,Echo-Effect,,Back 2 Back,
Ueberschall,Easy Listening,Track 36 -> TS 0:21,Brass,,Ethno Circus,
Ueberschall,Easy Listening,Track 49 -> TS 0:26,Sound Effect Atmosphere Brass,,Jeh Jeh Rocket,
Ueberschall,Easy Listening,Track 56 -> TS 0:22,"Drumloop 107,2 Bass, Bassline",,Vela-Nova,
Ueberschall,Easy Listening,Track 92 -> TS 0:00,Volksmusik,,"Right There, Ride On",
Ueberschall,Houseworx!,Track 69 - Male FX Vocals -> TS 0:00,Auu,,Conversation (Tense),
Ueberschall,Houseworx!,Track 79 - Guitars 125 BPM -> TS 0:50,Rhythmic mute 125 C,,After The Fight,
UltimateSoundBank,Soundscan Vol. 18 - Funky Vocals,13-30-AJ TALKBOXES -> 27-BEATVOICES,BEAT2FX,,Jeh Jeh Rocket,
UltimateSoundBank,Soundscan Vol. 22 - Vintage Blues Guitar,Partition A -> 02-RIFF  125,RIFF 1 125,,"Right There, Ride On",
Zero-G,Datafile 2,Track 26 - Vocal Hooks (Male) -> TS 0:03,"""Hagh!"" + echo",,Metal Scratchin',
Zero-G,Datafile 2,Track 96 - Cartoon speech (Male) -> TS 0:00,"""Go ahead, scratch me!""",,Metal Scratchin',
Zero-G,Ethnic,Track 28 - AFRICAN -> TS 0:00,Rhythm 27: Kenyan wakamba chant,"""Jenjela Runyenje...""",Jeh Jeh Rocket,
Zero-G,Ethnic,Track 30 - AFRICAN -> TS 0:00,"Bass kalimba (Thumb harp), key of Bb/F",,Ethno Circus,
Zero-G,Ethnic,Track 32 - AFRICAN -> TS 0:26,Mouth harp Key of D 2 bars,,Ethno Circus,
Zero-G,Ethnic 2,Track 37 - AFRICAN SECTION -> TS 0:10,Pygmy female voice (twice),,Vela-Nova,
Zero-G,Ethnic 2,Track 49 - LATIN AMERICAN SECTION -> TS 0:26,Rhythm: Drumkit/congas/percussion,,Vela-Nova,
Zero-G,iFX Midget Gems,House and Garden -> Kids Room,Laughing Toy 02,,Wrapped in Black,
Zero-G,iFX Midget Gems,House and Garden -> Kids Room,Talking Toy 02,,Wrapped in Black,
Zero-G,Interface Guitar,Track 44 - Blues/Jazz E - 67 -> TS N/A,M: Riffs + Parts E HSC,,"Right There, Ride On",
Zero-G,Interface Guitar,Track 45 - Blues/Jazz E - 116 -> TS N/A,M: Riffs + Parts E HSC,,"Right There, Ride On",
Zero-G,Reggae Connection,Track 13 - Guitar -> Sample 10,Riff 3 Bb 100,,Ska Cha Cha,
Zero-G,Reggae Connection,Track 13 - Guitar -> Sample 11,Riff 3 Am 100,,Ska Cha Cha,
Zero-G,Reggae Connection,Track 13 - Guitar -> Sample 14,Riff 4 Bb 100,,Ska Cha Cha,
Zero-G,Reggae Connection,Track 13 - Guitar -> Sample 16,Riff 4 Dm 100,,Ska Cha Cha,
Zero-G,Rhythm Guitar & FX,"Track 18 - Electric Guitar, 120 bpm -> Sample 9",Funk Hern E 2 VOD,,What U Need,
Zero-G,Rhythm Guitar & FX,"Track 18 - Electric Guitar, 120 bpm -> Sample 10",Funk Hern A 2 VOD,,What U Need,
Zero-G,Rhythm Guitar & FX,"Track 22 - Electric Guitar, 132 bpm -> Sample 1",Posh FunkWah G/Em 1 SC/W,,What U Need,
Zero-G,Rhythm Guitar & FX,"Track 22 - Electric Guitar, 132 bpm -> Sample 2",Posh FunkWah C/Am 1 SC/W,,What U Need,
Zero-G,Rhythm Guitar & FX,"Track 22 - Electric Guitar, 132 bpm -> Sample 9",Scratch Wah 2 SC/W,,Vela-Nova,
Zero-G,Rhythm Guitar & FX,"Track 23 - Electric Guitar, 132 bpm -> Sample 1",All over the World A 1 VOD,,"Right There, Ride On",
Zero-G,Rhythm Guitar & FX,Track 25 - Acoustic Guitar -> Sample 13,Medium Strum A 1 76,,Raisin' Me Up,
Zero-G,Rhythm Guitar & FX,Track 25 - Acoustic Guitar -> Sample 14,Medium Strum D 1 76,,Raisin' Me Up,
Zero-G,Rhythm Guitar & FX,"Track 26 - Acoustic Guitar -> Samples 1, 2, 5","Medium Strum C, F, Fm 1 85",Acoustic Guitar Rhythm,Ethno Circus,
Zero-G,The Operating Table,049 To 088-BPM,079 Slaps ZG,,Wrapped in Black,
Zero-G,The Operating Table,100 To 108-BPM,101 Room 101 ZG,,What U Need,
Zero-G,The Operating Table,111 To 155-BPM,112 Littlekit,,Metal Scratchin', 
Zero-G,The Operating Table,113 To 123-BPM,120 Perky Beat ZG,,What U Need,
Zero-G,Total House,Drum Loops -> 120-BPM,Whoaaah,,A New Day,
Zero-G,Upfront Lead Guitar,Track 21 - Funky -> Sample 5,Wah Phrase 126 3/4,,"A New Day, Groove Rush #2",
Zero-G,Upfront Lead Guitar,Track 28 - Alternative -> Sample 2,New Wave Break 108 4,,A New Day,
Zero-G,Upfront Lead Guitar,Track 28 - Ethnic/Alternative -> Sample 6,Latin Lucifer 108 4,,A New Day,
Zero-G,Vocal XTC,Track 14 - Female - Dani Lemer -> TS 0:41,Do Do Do Ah C#,,Raisin' Me Up,
Zero-G,Vocal XTC,Track 37 - Male - Rob Marshall -> TS 0:09,Today's A New Day... D 110,"""Today's a new day, today's a new start""",A New Day,
Zero-G,Vocal XTC,Track 37 - Male - Rob Marshall -> TS 0:22,Today's The Day I'm.. D,"""..The day I'm gonna change my way""",A New Day,
Zero-G,Vocal XTC,Track 61 - The Reality Gospel Choir -> TS 0:00,When I Was Down E 120,"""When I was down, you picked me up""",Raisin' Me Up,
Zero-G,Vocal XTC,Track 61 - The Reality Gospel Choir -> TS 0:04,When I Was Low E 120,"""When I was low, you raise me up""",Raisin' Me Up,
Zero-G,Vocal XTC,Track 61 - The Reality Gospel Choir -> TS 0:07,Raise G 120,,Raisin' Me Up,
Zero-G,Vocal XTC,Track 61 - The Reality Gospel Choir -> TS 0:21,Raise Me Up You Took 2 G 120,"""Raise me up, you took me higher!""",Raisin' Me Up,
Stuff to Find,,,,,,
EastWest,Quantum Leap Brass,CD 2 -> Partition D -> VOLUME 001,3TP FTL,Needs to be confirmed,After The Fight,
KORG,TRINITY proX,,,Orchestral Hit,,
PowerFX,Extreme Rock Funk Rage,,,Bass Loop (Electric),Metal Scratchin',
?,? (Sample Loop Library),,,Bass Loop (Electric),"Right There, Ride On",
?,? (Sample Loop Library),,,Wood Guitar Loop,"Right There, Ride On",
?,? (Sample Instrument Library),,,Organ,"Right There, Ride On (Blazy Mix)",
?,? (Sample Instrument Library),,,Strings,"Right There, Ride On (Blazy Mix)",
?,? (Sample Loop Library),,,"""Heep!""",Metal Scratchin',
?,? (Sample Loop Library),,,Bass Single,Back 2 Back,
?,? (Sample Instrument Library),,,Bell Delay,Back 2 Back (Blazy Mix),
?,? (Sample Instrument Library),,,Brass Section Shots,Back 2 Back (Blazy Mix),
?,? (Sample Loop Library),,,Acoustic Guitar w/Mutes,Ethno Circus,
?,? (Sample Loop Library),,,Bass Single,Ethno Circus,
?,? (Sample Loop Library),,,Heavy Kick & Drum Loop (Crunchy),Ethno Circus,
?,? (Sample Loop Library),,,Stringed Rhythm,Ethno Circus,
?,? (Sample Instrument Library),,,String Staccatos,Ethno Circus (Blazy Mix),
?,? (Sample Loop Library),,,Horn Section,Ska Cha Cha,
?,? (Sample Loop Library),,,Drum Loop (Vinyl rip),Ska Cha Cha,
?,? (Sample Loop Library),,,Drum Loop (Reverb Acoustic),Ska Cha Cha,
?,? (Sample Loop Library),,,Electric Guitar (Weird Low),Ska Cha Cha,
?,? (Sample Loop Library),,,Amped Bass,Ska Cha Cha,
?,? (Sample Loop Library),,,Drum Loop (Big Beat),Ska Cha Cha,
?,? (Sample Loop Library),,,Hard Percussion Hit,Vela-Nova,
?,? (Sample Loop Library),,,2 Snares,Vela-Nova,
?,? (Sample Loop Library),,,Acoustic Amped Bass Loop,Vela-Nova,
?,? (Sample Loop Library),,,Electric Bass Loop,Bomber Barbara,
?,? (Sample Loop Library),,,Drum Break,Wrapped in Black,
?,? (Sample Loop Library),,,Drum Loop (Rock),Wrapped in Black,
?,? (Sample Loop Library),,,Electric Guitar Loop,Wrapped in Black,
?,? (Sample Loop Library),,,Bass Single,Wrapped in Black,
?,? (Sample Loop Library),,,Bell Hit,Wrapped in Black,
?,? (Sample Loop Library),,,Orchestral Transition,Wrapped in Black,
Original Groove Rush (Album Release),,"(Released: November 23, 2005)",,,,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 71 - Vox -> TS 0:06,Ooh Dance,,Vela-Nova (Digital Remakin'),
Big Fish Audio,Big Beat - Megaton Bomb Vol. 4,CD 2 -> Track 39 -> TS 0:17,female vocals x10,"""Ahh, let's do it""",Vela-Nova (Digital Remakin'),
Sonic Foundry,On The Jazz Tip,Brass -> Saxes,Sax 36-09,,Vela-Nova (Digital Remakin'),
Ueberschall,Big Beat,Track 75 - Piano -> TS 0:13,molto fortissimo,A small portion is used for high notes,Vela-Nova (Digital Remakin'),
Ueberschall,Easy Listening,Track 06 -> TS 0:59,Choir,,Vela-Nova (Digital Remakin'),
E3 2005 Demo,,,,,,
KORG,01/W,COMBI -> Bank A,A03 SuperSynth,,Leaf Storm,
KORG,01/W,COMBI -> Bank A,A33 Power 4ths,,Boss,
KORG,01/W,COMBI -> Bank A,A73 Overweight,,Leaf Storm,
Zero-G,ProSamples Vol. 23 - Trip Hop,Track 12 - Twisted Beats -> Sample 3,Snap On,,Boss,
Sonic Rush Adventure,,"(Released: September 13, 2007)",,"(Music by: Tomoya Ohtani, Seirou Okamoto, Mariko Nanba)",,
Sample: Benny Golson,The Magnificent Seven,,Timestamp 0:00,Brass Hits,A New Venture (Title Theme),
Sample: Berry Lipman Orchestra,The Girls From Parimaribo,,Timestamp 3:43,Singing,Coral Cave (Act 1&2 Mix) ,
Sample: Betty Moorer,It's My Thing,,Timestamp 0:00,Brass Phrase and Hit,Plant Kingdom (Act 1&2 Mix),
Sample: Bob Thompson,The Song Is You,,Timestamp 1:35,Brass Hits,Boss - Whisker & Johnny,
Sample: Buddy Greco,A Beautiful Friendship,,Timestamp 0:04,Brass,Blizzard Peaks (Act 1&2 Mix),
Sample: Buddy Greco,Everybody Gets to Go to the Moon,,Timestamp 0:18,Brass Hits,Pirates Island (Act 1&2 Mix),
Sample: Chris Doerk,Glaub nicht,,Timestamp 0:00,Guitars,Blizzard Peaks (Act 1&2 Mix),
Sample: Derek And Ray,St. Thomas,,Timestamp 0:00,Bongos,Blizzard Peaks (Act 1&2 Mix),
Sample: Edmundo Ros,Tico-Tico,,Timestamp 2:03,Brass Hit,Hovercraft,
Sample: Electric Light Orchestra,Don't Bring Me Down,,Timestamp 0:00,Big Drum Oneshots,"Blizzard Peaks (Act 1&2 Mix), Machine Labyrinth (Act 1&2 Mix)",
Sample: Jimmy Castor,Bang Bang,,Timestamp 0:00,Piano,Machine Labyrinth (Act 1&2 Mix),
Sample: Jimmy Smith,The Cat,,Timestamp 0:00,Big Band Brass Lick,Sailboat,
Sample: Johnny Pate,Auto Chase,,Timestamp 0:00,Drum Loop,Blizzard Peaks (Act 1&2 Mix),
Sample: Johnny Pate,Shaft in Africa (Addis),,Timestamp 0:00,Conga Roll,"Training, Haunted Ship (Act1&2 Mix)",
Sample: Joni Mitchell,Big Yellow Taxi ,,Timestamp 0:04,Right Guitar Loop,Plant Kingdom (Act 1&2 Mix),
Sample: Jurassic 5,Swing Set,,Timestamp 0:15,Drums,Boss - Whisker & Johnny,
Sample: Keith Mansfield,Teenage Chase,,Timestamp 0:00,Bass,Sailboat,
Sample: Lalo Schifrin,End Game,,Timestamp 1:54,Timpani,Sailboat,
Sample: Lee Mason,Cult And Colour,,Timestamp 0:00,Guitar Chords,Plant Kingdom (Act 1&2 Mix),
Sample: Lee Selmoco,Chemin De Fer,,Timestamp 0:02,Drum Fill,Sky Babylon (Act 1&2 Mix),
Sample: Manfred Minnich Strings,With Following Winds,,Timestamp 0:07,String Fall,"A New Venture (Title Theme), Boss - Deep Core, Deep Core (Allegro)",
Sample: Michel Fugain,Là-bas dans les îles,,Timestamp 3:00,Shout,"Blizzard Peaks (Act 1&2 Mix), Windmill Village Mode 3, Windmill Village Mode 4",
Sample: Peggy Lee,Gotta Travel On,,Timestamp 0:01,Brass,Machine Labyrinth (Act 1&2 Mix),
Sample: Ricardo Ray Orchestra,Cool Jerk,,Timestamp 1:37,Brass,Plant Kingdom (Act 1&2 Mix),
Sample: Samba Soul,Mambo No.5,,Timestamp 0:00,Drum Fill,Boss - Whisker & Johnny,
"Sample: Sammy Davis, Jr.",You Can Count On Me ,,Timestamp 0:03,Drums,Sailboat,
Sample: The Brothers Johnson,Ain't We Funkin' Now,,"Timestamp 2:00, 2:04",,Sky Babylon (Act 1&2 Mix),
Sample: The Jimi Entley Sound,Apache,,Timestamp 2:26,Drum Loop,Blizzard Peaks (Act 1&2 Mix),
Sample: The Skatalites,Beardsman Ska,,Timestamp 0:00,Drum Fill,"Training, Windmill Village Mode 3, Windmill Village Mode 4",
Sample: The Ventures,Wild Thing,,"Timestamp 0:10, 0:11, 0:13, 0:16, 0:21, 0:45",,Machine Labyrinth (Act 1&2 Mix),
Sample: Theo Schumann Combo,Derby,,Timestamp 0:00,Bass,Training,
Sample: Tito Puente,Tito On Timbales,,Timestamp 0:00,Timbales,Training,
Sample: Yasuharu Konishi,A Tribute To Simon Harris,,Timestamp 0:00,Drum Loop,Training,
Access,Virus Indigo 2,Bank A,A-096 Oscar1 HS,,"Boss - Big Swell, Boss - Big Swell (Allegro), Big Swell Clear (Jingle)",
AKAI,CD-ROM Sound Library Vol. 3,Partition E -> 16-17 CRASH,16-17 CRASH,,"Haunted Ship (Act 1&2 Mix), Boss",
AMG,160dB - The Drum&Bass Interface,Track 03 -> TS 0:00,BREAKS (Mono),,Plant Kingdom (Act 1&2 Mix),
AMG & Hit Music,Coldcut - Kleptomania!,Track 02 - Loops Heavy -> TS 0:30,Posse - 127 BPM,,"Haunted Ship (Act 1&2 Mix), Hovercraft, Boss",
AMG & Hit Music,Coldcut - Kleptomania!,Track 02 - Loops Heavy -> TS 0:35,Victory - 98 BPM,Snare,Haunted Ship (Act 1&2 Mix),
AMG & Hit Music,Coldcut - Kleptomania!,Track 07 - Vox Loops -> Sample 2,Hooli 2 129 BPM,,"Hovercraft, Boss",
AMG & Hit Music,Coldcut - Kleptomania!,Track 08 - Inst. Loops -> Sample 4,Space Bell 124 BPM,,Haunted Ship (Act 1&2 Mix),
AMG & Hit Music,Coldcut - Kleptomania!,Track 33 - Sax -> Sample 5,Sax Power Trill,,Boss,
AMG & Hit Music,Coldcut - Kleptomania!,Track 43 - Stabs -> Sample 11,Pie Stab,,Boss,
AMG & Hit Music,Coldcut - Kleptomania!,Track 64 - Hed FX 2 -> Sample 20,Alarm 1,,Blizzard Peaks (Act 1&2 Mix),
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 04 - 92-94 BPM -> TS 0:58,Change (No 1st Beat) - 93 BPM,,"Boss - Big Swell, Boss - Big Swell (Allegro)",
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 21 - 120 BPM -> TS 0:45,Funky Blues,,Boss,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 12 - 106-107 BPM -> TS 0:50,Wayne - 107 BPM,,Sailboat,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 57 - Flutes -> TS 0:13,Jazz Riff,,Sailboat,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 65 - Vocals -> TS 0:00,The Beat Kicks,,Boss,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 65 - Vocals -> TS 0:11,Bum Cha Chant,,Boss - Whisker & Johnny,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 71 - Vox -> TS 0:19,B-B-B-Brupa,,A New Venture (Title Theme),
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 71 - Vox -> TS 0:23,Oooooaaa,,Boss,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 73 - Guess What -> TS 0:25,Oh Oh,,Sea Map,
AMG & Hit Music,Norman Cook - Skip to my Loops,Track 74 - Musical Vox -> TS 0:17,Feeling Hot,,"Windmill Village Mode 3, Windmill Village Mode 4",
Apple,Loops,Apple Loops for GarageBand,Orchestra Brass 03,,Boss - Big Swell,
Best Service,Brass Super Section,Partition D -> TRP SHAKE 44,CTRP Shake,,Windmill Village Mode 4,
Best Service,Ethno World,WOODWIND AND BRASS -> PANFLUTES,Panflute Licks 80-140 TM,"To confirm, from G-Boy's sheet",Cutscene - Normal,
Best Service,Ethno World,WOODWIND AND BRASS -> VARIOUS FLUTE FX,Various Flute FX,,"Windmill Village Mode 5, Cutscene - Normal",
Best Service,Spiritual Voices,1. Demo,Timestamp 0:04,,Windmill Village Mode 5,
Best Service,Sound Cube,CD 1 -> SYNTHS,DS2_2,From XX-Large Extreme,"Boss - Big Swell, Boss - Big Swell (Allegro)",
Best Service,Sound Cube,CD 3 -> VOX_D_I,HEY,,Machine Labyrinth (Act 1&2 Mix),
Best Service,Sound Cube,CD 3 -> VOX_J_R,PUMP,,Plant Kingdom (Act 1&2 Mix),
Best Service,Sound Cube,CD 3 -> VOX_J_R,RRRHUHU,,"Plant Kingdom (Act 1&2 Mix), A New Venture (Title Theme)",
Big Fish Audio,Roots of the Pacific,Demo Track,Timestamp 0:27,Percussion,Windmill Village Mode 5,
IK Multimedia,SampleTank 2 XL,Bass,Double Bass Harmonics,,"Windmill Village Mode 1, Windmill Village Mode 2",
IK Multimedia,SampleTank 2 XL,Bass,J Bass 2,"To confirm, from G-Boy's sheet",Training,
IK Multimedia,SampleTank 2 XL,Bass,Pick JBass,,"A New Venture (Title Theme), Plant Kingdom (Act1&2 Mix), Haunted Ship (Act1&2 Mix)",
IK Multimedia,SampleTank 2 XL,Brass,Tp+Tn Section Stereo,"To confirm, from G-Boy's sheet",Pirates Island (Act 1&2 Mix),
IK Multimedia,SampleTank 2 XL,Ethnic,Mandolin V-Trem,,"Windmill Village Mode 1, Windmill Village Mode 2",
IK Multimedia,SampleTank 2 XL,Guitar -> Acoustic,Banjo,"To confirm, from G-Boy's sheet",Windmill Village Mode 3,
IK Multimedia,SampleTank 2 XL,Guitar -> Acoustic,Tube comp,,"Windmill Village Mode 1, Windmill Village Mode 2, Windmill Village Mode 3, Windmill Village Mode 4",
IK Multimedia,SampleTank 2 XL,Guitar -> Electric,Crunch LP 1,,Hovercraft,
IK Multimedia,SampleTank 2 XL,Guitar -> Electric,Heavy Metal,,Haunted Ship (Act1&2 Mix),
IK Multimedia,SampleTank 2 XL,Guitar -> Electric,Tremolo STR,,Submarine,
IK Multimedia,SampleTank 2 XL,Loop,Ambient-Dub 4 100 bpm,"E4, F4",Submarine,
IK Multimedia,SampleTank 2 XL,Orchestra,Comp String Orchestra,,"Pirates Island (Act 1&2 Mix), Windmill Village Mode 1, Windmill Village Mode 2",
IK Multimedia,SampleTank 2 XL,Orchestra,Timpani,,Pirates Island (Act 1&2 Mix),
IK Multimedia,SampleTank 2 XL,Organ,B-3 Organ 2,,Pirates Island (Act 1&2 Mix),
IK Multimedia,SampleTank 2 XL,Organ,Combo City,,"Windmill Village Mode 3, Windmill Village Mode 4",
IK Multimedia,SampleTank 2 XL,Percussion,Agogo,,Windmill Village Mode 4,
IK Multimedia,SampleTank 2 XL,Percussion,Vibes 2,"To confirm, from G-Boy's sheet",Boss - Whisker & Johnny,
Loopmasters,Hip Hop Progressions,HH_Turntable,HH_Turntable_90_Tone05,,Haunted Ship (Act 1&2 Mix),
Loopmasters,Hip Hop Progressions,HH_Turntable,HH_Turntable_100_KungFu,,Submarine,
Masterbits,World Zone 3 - Salsa Picante,Track 05 - Ensembleloops -> TS 0:15,Ensembleloops 80/160 BPM,,Sea Map,
Masterbits,World Zone 3 - Salsa Picante,Track 29 - Brass -> TS 0:58,No. 5 - 8,,"Sea Map, Act Clear (Jingle)",
Masterbits,World Zone 3 - Salsa Picante,Track 77 - Instruments -> TS 0:41,Requinto Loops ( 120 / 140 / 160 BPM ),,"A New Venture (Title Theme), Sea Map, Hidden Island",
Masterbits,World Zone 3 - Salsa Picante,Track 79 - Instruments -> TS 0:17,Tres ( 120 / 140 / 160 BPM ),,"A New Venture (Title Theme), Sea Map, Hidden Island, Act Clear (Jingle)",
Mellotron Archives,Michael Pinder Presents Mellotron,Partition E -> BASSA+STRNGS,BASSANOVA ST,C3 B S,Training,
Miroslav Vitous,Woodwind & Brass Ensembles,Partition A -> VOLUME 001,BNS LN ST,"To confirm, from G-Boy's sheet",Tense,
Miroslav Vitous,Woodwind & Brass Ensembles,Partition B -> VOLUME 001,FLS LN ST LI,"To confirm, from G-Boy's sheet",End Credits,
Music of Life,"Beats, Breaks & Scratches Vol. 3",Track 13 - Effects & Scratches -> TS 1:43,Aaauuggh,,Plant Kingdom (Act 1&2 Mix),
Native Instruments,FM7,Factory -> Bank 2 -> 1-32,16 Glassy E-Piano,,Waterbike,
Native Instruments,Pro-53,Program 148,Basement Lead,,Submarine,
Native Instruments,Pro-53,Program 223,Cleaner,,"Windmill Village Mode 1, Windmill Village Mode 2",
Roland,JD-800,Internal,I-16: Fantasia 90's,,Cutscene - Normal,
Roland,JD-800,Internal,I-64: Synth Pipe Solo,,"Waterbike, Windmill Village Mode 5",
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,115 000 Steel Drums,,"Coral Cave (Act1&2 Mix), Sea Map",
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,013 000 Marimba,,Coral Cave (Act1&2 Mix),
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,075 000 Recorder,,Coral Cave (Act1&2 Mix),
Roland,SOUND Canvas SC-88 Pro,SC-88Pro Map,001 000 Piano 1,"To confirm, from G-Boy's sheet",Sea Map,
Roland,SR-JV80-12 Hip Hop Collection,XP-X,176 Lo-Fi Hits,,"Boss - Big Swell, Boss - Big Swell (Allegro), Boss - Deep Core, Deep Core (Allegro), Big Swell Clear (Jingle), Big Core Clear (Jingle)",
Sound Ideas,Hollywood Series 4000,4001-27-06,"CARTOON, GONG","LARGE, CHINESE GONG, SOFT MALLET",Sailboat,Link
Spectrasonics,Vocal Planet,CD 1 -> Partition E -> 1 MULTI PHRS,WHOA OHS,,Waterbike,
Spectrasonics,Vocal Planet,CD 1 -> Partition I -> 1 EH GOSPEL,EH GOSPEL 1,,Waterbike,
Spectrasonics,Vocal Planet,CD 3 -> ?,? (Jazz Bayeeats & Vibrato Bahs),,"Windmill Village Mode 2, Windmill Village Mode 3, Windmill Village Mode 4",
Spectrasonics,Vocal Planet,CD 4 -> Partition H -> 2 TB HIP-HOP,TB BOASTS 2,"""Everybody""",Plant Kingdom (Act 1&2 Mix),
Spectrasonics,Vocal Planet,CD 5 -> Partition H -> 6 S.AFRICAN,ZULU WOMEN,,"Waterbike, Windmill Village Mode 5",
Steinberg,HALionOne,Pro Set,Prog Rock Organ,,Boss - Whisker & Johnny,
Steinberg,HALionOne,Studio Set,Lovely Ensemble,,Boss - Deep Core,
Steinberg,HALionOne,Studio Set,Solo Violin,,Boss - Deep Core,
Steinberg,Hypersonic 2,Harpsichord,Harpsichord,,Pirates Island (Act 1&2 Mix),
Steinberg,Virtual Guitarist,Acoustic Guitar -> Boogie,1. Fingers,,Plant Kingdom (Act 1&2 Mix),
Steinberg,Virtual Guitarist,Acoustic Guitar -> Boogie,2. 5-6-7,,Plant Kingdom (Act 1&2 Mix),
Steinberg,Virtual Guitarist,Acoustic Guitar -> Boogie,5. Jump,,Plant Kingdom (Act 1&2 Mix),
Steinberg,Virtual Guitarist,Electric Guitar -> Wah Wah,1. 7th Chords,,Training,
Steinberg,Virtual Guitarist,Electric Guitar -> Wah Wah,6. Octaves,,"Coral Cave (Act 1&2 Mix), Haunted Ship (Act 1&2 Mix)",
Steinberg,Virtual Guitarist Electric Edition,Nu Metal - Dark 16th,6. Honk,Mic Position B,Boss,
Steinberg,Virtual Guitarist Electric Edition,Nu Metal - Dark 16th,8. Strain,Mic Position A,Boss,
Ubiquity,Brooklyn Beats,Side B - Track 10 -> TS 0:24,Sounds,Organ Roll,Sky Babylon (Act 1&2 Mix),
Ueberschall,60s a Go-Go,Demo Track,Timestamp 12:07,,Sea Map (OST Version),
Ueberschall,Brazil Electro,BEATLOOPS -> sidekick beat 100 bpm,sidekick100 var 2-#198,,Act Clear (Jingle),
Ueberschall,Brazil Electro,CONSTRUCTIONKITS -> 36-40club loco,Drums126-01-#535,,"Windmill Village Mode 3, Windmill Village Mode 4",
